output_id,median_diff,distance_ratio,result,amount,product_category
43,0.75,3736.489974140348,True,9205.159974140348,{cash_advance}
44,21.02,4646.666964386364,False,822.0030356136356,{dining}
45,3.74,4437.312288861647,True,1031.3577111383524,{electronics}
46,14.26,4656.407380045745,True,812.2626199542544,{gambling}
47,0.63,3429.7496426292437,True,8898.419642629244,{food}
48,0.17,3182.8852680206996,False,2285.7847319793004,{luxury_good}
49,1.8,4024.335802042766,True,9493.005802042766,{gambling}
50,1.8,5186.451241526821,False,282.21875847317915,{other}
51,0.16,3323.173962792713,True,2145.496037207287,{electronics}
52,0.72,2960.4128722202895,False,2508.2571277797106,{cash_advance}
53,0.29,570.5775176516058,False,2422.287482348394,{food}
54,0.04,1310.044870118587,False,4302.909870118587,{hostel}
55,0.26,4888.588838860072,True,7881.453838860072,{dining}
56,280.45,1616.8812921810838,True,1375.983707818916,{gambling}
57,1.22,1809.8536236494813,True,1183.0113763505185,{other}
58,0.33,5843.718238453086,True,8836.583238453086,{luxury_good}
59,0.77,4465.070566494463,True,7457.935566494462,{cash_advance}
60,0.0,6276.768637786359,True,9269.633637786359,{food}
61,0.0,385.4997935673482,True,2607.3652064326516,{luxury_good}
62,0.0,1711.150345248164,True,1281.7146547518357,{cash_advance}
63,1.6,702.112371642249,False,2290.752628357751,{food}
64,0.51,10139.239910677119,False,13132.104910677119,{other}
65,4.29,385.4917248869979,True,3378.3567248869977,{gift_cards}
66,1.68,4792.667685417623,False,7785.532685417623,{dining}
67,2.44,976.0340926081258,True,2016.830907391874,{gift_cards}
68,0.0,1038.2202128290578,False,1954.644787170942,{food}
69,0.05,3219.084689096492,True,6211.949689096492,{hostel}
70,0.6,973.3537770805619,,3966.2187770805617,{hostel}
71,0.83,1322.7059617216357,True,1670.159038278364,{gift_cards}
72,17.77,753.4601266857726,False,2239.404873314227,{other}
73,2.33,2378.6891787975323,False,614.1758212024674,{other}
74,0.01,4943.978501104395,True,7936.843501104395,{gambling}
75,12.52,4167.160324140973,False,7160.025324140973,{other}
76,6.62,7652.420523375977,False,10645.285523375976,{other}
77,1.18,2351.581121614694,True,641.2838783853056,{gift_cards}
78,0.05,1226.406754019961,True,1766.4582459800388,{gambling}
79,7.81,3130.9856017663014,False,8427.035601766302,{other}
80,40.41,3518.8480485360387,True,8814.898048536039,{gift_cards}
81,2.07,2470.2710324673553,False,2825.778967532645,{gambling}
82,2.84,5152.173136650669,False,10448.22313665067,{other}
83,0.91,4332.277845604908,True,963.7721543950923,{luxury_good}
84,1.44,4589.963151117113,,706.0868488828872,{other}
85,1.14,0.0045179378876127885,True,5296.054517937888,{food}
86,0.19,3580.313514302721,True,1715.7364856972792,{cash_advance}
87,0.97,1000.7645849533119,False,4295.285415046688,{other}
88,1.29,144.20982000926688,False,5440.259820009267,{other}
89,0.08,2951.082146179527,True,2344.967853820473,{other}
90,0.05,1744.3644572116755,True,7040.414457211676,{luxury_good}
91,0.11,4666.08064231206,True,9962.13064231206,{gift_cards}
92,0.84,14763.441595417873,False,20059.491595417872,{electronics}
93,0.07,4993.453891687868,False,302.59610831213206,{food}
94,8.26,2326.786924272025,False,2969.2630757279753,{other}
95,0.33,1192.182716823887,False,6488.232716823887,{electronics}
96,0.47,1443.2172438214056,False,6739.267243821406,{other}
97,0.45,383.15124161591757,False,5679.201241615918,{electronics}
98,0.5,2442.37652632397,,7738.42652632397,{food}
99,105.67,2698.308031546141,False,2597.741968453859,{food}
100,0.34,2911.5181299134065,True,8207.568129913407,{luxury_good}
101,0.22,4012.157378989925,True,1283.8926210100756,{food}
102,0.05,2077.674095980068,True,7373.724095980068,{gift_cards}
103,0.07,4071.581345781749,False,1224.4686542182512,{other}
104,7.29,1.327911295003105,True,5294.722088704997,{electronics}
105,3.22,9577.808497005808,False,14061.788497005808,{electronics}
106,0.72,3748.898420617452,False,8232.878420617451,{electronics}
107,2.3,9069.94694930316,False,13553.926949303159,{other}
108,1.06,760.7573090699916,True,5244.737309069991,{electronics}
109,5.04,4458.4420952898845,True,25.5379047101154,{electronics}
110,0.05,6779.006178973488,False,11262.986178973488,{other}
111,0.84,1690.2378099080133,True,6174.217809908013,{gambling}
112,0.76,997.4816653400212,False,5481.461665340021,{gambling}
113,0.48,2359.3443957226064,False,2124.635604277393,{other}
114,0.78,4196.893143115723,False,287.08685688427613,{food}
115,3.1,10297.215571449646,False,14781.195571449645,{other}
116,0.13,609.849955049322,False,3874.1300449506775,{electronics}
117,17.5,3474.7535672024414,True,7958.733567202441,{luxury_good}
118,0.51,2813.3965558354303,True,1670.583444164569,{other}
119,1.2,1566.8346902154917,False,2917.145309784508,{other}
120,4.08,0.0026784348501678323,True,4483.98267843485,{food}
121,0.23,2262.249070020369,True,6746.229070020368,{electronics}
122,0.11,1211.9749702279673,False,3272.0050297720322,{other}
123,0.62,556.3472058998905,False,3927.632794100109,{gambling}
124,3.98,267.7027337448608,False,4751.68273374486,{hostel}
125,0.31,4163.400524687903,True,320.5794753120962,{electronics}
126,1.62,2513.5515662028943,True,1970.4284337971053,{gambling}
127,0.25,3575.985302703186,False,8059.965302703185,{other}
128,1.35,1551.2716760321923,True,2932.7083239678072,{gift_cards}
129,0.91,3319.0876292253633,True,1164.8923707746364,{electronics}
130,5.6,1978.2747785692281,False,6462.254778569228,{other}
131,2.4,5397.164166150889,True,19.630833849111188,{gift_cards}
132,0.54,2531.213130507229,True,7948.008130507229,{electronics}
133,0.29,904.9429229387442,False,6321.737922938744,{other}
134,0.3,3804.489924177425,False,1612.305075822575,{other}
135,0.68,5107.072655634165,False,309.7223443658349,{other}
136,0.58,114.17543276566721,False,5530.970432765667,{other}
137,1.61,114.17572601229494,False,5302.619273987705,{food}
138,0.33,1023.8697938272844,True,6440.6647938272845,{gambling}
139,7.6,6871.380850778391,False,12288.17585077839,{food}
140,0.12,930.6938472179017,False,4486.101152782098,{luxury_good}
141,1.05,3200.4511416590467,False,8617.246141659047,{cash_advance}
142,1.74,2589.183152788568,True,8005.978152788568,{luxury_good}
143,1.25,401.7991284072732,True,5818.594128407273,{gift_cards}
144,1.39,1036.55417744038,False,6453.34917744038,{other}
145,0.14,4574.928440725752,False,841.8665592742482,{other}
146,22.33,4292.137636379025,False,1124.657363620975,{electronics}
147,14.03,1262.7029717185005,True,4154.0920282815,{gambling}
148,5.81,2224.3328578571345,True,3192.4621421428656,{gambling}
149,0.13,4473.635599511073,False,943.1594004889262,{electronics}
150,19.45,2053.763407159582,True,7470.558407159582,{hostel}
151,8.11,4153.677824721125,True,1263.1171752788753,{dining}
152,6.18,3585.5373550225395,True,9002.33235502254,{gift_cards}
153,65.05,457.024782903557,False,4959.770217096443,{hostel}
154,1.09,1857.950854199953,True,7274.745854199953,{gift_cards}
155,0.02,764.2126275994315,,4652.582372400569,{gift_cards}
156,0.74,3057.496312712283,True,2359.2986872877173,{hostel}
157,0.51,1413.7215124771792,True,7923.231512477179,{gift_cards}
158,1.2,1730.1280578684573,,4779.381942131543,{gift_cards}
159,2.09,3929.553826312447,False,2579.956173687553,{food}
160,5.59,2260.670142301966,True,8770.180142301966,{food}
161,2.94,774.6615382566652,True,7284.171538256665,{cash_advance}
162,0.48,2126.7169564249107,True,8636.22695642491,{gift_cards}
163,0.02,0.0036069851794309216,False,6509.506393014821,{other}
164,1.11,988.9856985291763,True,7498.4956985291765,{luxury_good}
165,3.7,3256.1328245430195,True,9765.64282454302,{gambling}
166,0.25,577.1241058003661,True,5932.385894199634,{luxury_good}
167,0.4,228.97179057725953,False,6738.48179057726,{other}
168,0.29,4973.243219663927,False,1536.2667803360732,{dining}
169,0.38,2005.8850476377465,True,8515.395047637747,{gift_cards}
170,1.45,4104.41515175761,True,2405.09484824239,{gift_cards}
171,4.62,3830.554952696898,False,2678.955047303102,{electronics}
172,1.04,6033.713950522503,True,475.7960494774968,{food}
173,0.31,2806.8109909711275,False,9316.320990971128,{electronics}
174,0.44,2972.8349002891005,False,3536.6750997108998,{other}
175,1.45,3138.6719857880903,True,3370.83801421191,{electronics}
176,0.11,1268.717073519666,True,7778.227073519666,{gambling}
177,0.14,23841.273423657294,False,30350.783423657296,{other}
178,0.16,3635.487551796577,False,2874.022448203423,{other}
179,2.66,6043.8517502735895,,465.6582497264105,{hostel}
180,0.28,2673.002687322003,False,9182.512687322003,{gambling}
181,0.74,5814.433954425155,False,695.0760455748451,{hostel}
182,0.26,1734.4500297236318,True,4775.059970276368,{other}
183,13.75,1285.2367155465327,True,5737.386715546532,{gambling}
184,0.58,3631.0998393915406,False,8083.24983939154,{electronics}
185,0.88,3327.0159257077403,True,1125.1340742922596,{gambling}
186,0.52,11340.747713356535,False,15792.897713356535,{other}
187,10.93,3423.743285763735,True,7875.893285763735,{gambling}
188,0.83,4531.320072064018,True,8983.470072064018,{luxury_good}
189,0.18,2833.1738895882395,True,1618.9761104117601,{gift_cards}
190,0.73,3444.376713007954,False,1007.7732869920457,{electronics}
191,3.91,5169.014800710238,True,9621.164800710238,{luxury_good}
192,1.0,795.1836445559829,False,3656.9663554440167,{gift_cards}
193,0.02,4415.400602283746,False,36.74939771625421,{other}
194,4.57,1743.7012514830944,True,2708.448748516905,{luxury_good}
195,3.9,1999.8343423007655,False,6451.984342300765,{gift_cards}
196,15.17,4348.444128334944,True,8800.594128334944,{electronics}
197,0.25,2365.3656195660915,,2086.784380433908,{other}
198,0.89,3016.528388527069,True,1435.6216114729305,{hostel}
199,1.99,1758.5346667677304,True,2693.615333232269,{gambling}
200,0.59,216.42729193323066,False,4668.57729193323,{food}
201,1.73,1062.2983308147204,True,5514.44833081472,{electronics}
202,5.34,3397.616295001948,False,1054.5337049980515,{electronics}
203,0.03,3353.9631577776436,False,1098.1868422223563,{other}
204,0.95,1976.4968846435895,True,6428.646884643589,{food}
205,0.23,3054.877244111397,True,1397.2727558886027,{cash_advance}
206,1.49,636.7108231993752,True,5088.860823199375,{gambling}
207,1.15,4024.839718441974,False,427.31028155802557,{other}
208,0.56,1168.416172832016,True,5620.566172832016,{hostel}
209,0.71,1780.5760076795973,False,2883.108992320402,{other}
210,1.07,1371.3822603138274,False,3292.302739686172,{dining}
211,1.81,4287.376126757005,,376.3088732429943,{hostel}
212,1.48,9330.185092606373,False,13993.870092606372,{other}
213,1.03,2986.457290021269,True,7650.142290021268,{food}
214,0.12,1316.2664514563558,True,3347.4185485436437,{hostel}
215,1.03,3373.0580923413027,False,8036.743092341302,{hostel}
216,10.46,4091.881975186852,True,571.8030248131477,{cash_advance}
217,0.17,5210.219151765859,True,9873.904151765859,{cash_advance}
218,0.54,4082.544237261564,False,581.1407627384355,{electronics}
219,2.08,3153.1052076746955,False,7816.790207674695,{luxury_good}
220,43.53,593.2163031132186,False,5256.901303113218,{food}
221,0.48,28.58228153901746,,4692.267281539017,{luxury_good}
222,8.11,1517.1146724331957,True,6180.799672433195,{gift_cards}
223,4.04,4252.942310545353,True,8916.627310545353,{electronics}
224,0.03,3279.779133675952,True,1383.9058663240473,{luxury_good}
225,0.84,394.7971588328055,False,5058.482158832805,{other}
226,50.03,3057.7991296111786,,7721.484129611178,{other}
227,0.41,4204.020366871502,False,459.66463312849703,{other}
228,0.83,1946.308268919297,,6609.9932689192965,{gambling}
229,0.56,3436.950046556097,False,1226.734953443903,{hostel}
230,12.76,2583.652897195205,,7247.337897195204,{other}
231,0.23,3207.2547872738423,True,1456.4302127261572,{cash_advance}
232,0.85,3299.7492042523654,True,7963.434204252365,{electronics}
233,1.8,394.7909641879378,True,4268.894035812062,{gambling}
234,0.0,802.7950798211209,True,3860.8899201788786,{food}
235,16.56,2872.730180933894,,973.3598190661061,{other}
236,0.61,874.7087978462523,True,4720.7987978462525,{gift_cards}
237,0.11,4520.920781256327,True,8367.010781256327,{electronics}
238,3.81,3679.7572002821407,False,166.3327997178592,{other}
239,0.0,4472.156818425296,True,8318.246818425296,{other}
240,12.11,994.7564508401929,True,4840.846450840193,{other}
241,0.82,1596.916318485919,True,5443.006318485919,{luxury_good}
242,1.27,3233.890204120041,False,612.1997958799591,{other}
243,2.19,1671.566996842504,False,2174.523003157496,{food}
244,0.23,5787.469337032528,True,9633.559337032528,{other}
245,0.11,19.21187020482921,False,3826.878129795171,{dining}
246,4.12,2686.3568372495865,False,1159.7331627504138,{food}
247,4.28,246.98942967455378,False,3599.1005703254464,{other}
248,4.68,4941.37357627307,,8787.46357627307,{luxury_good}
249,0.03,2309.930550872601,False,6156.020550872601,{other}
250,0.21,3478.1832327715315,False,367.90676722846877,{other}
251,1.69,2294.7312403387805,False,1551.35875966122,{other}
252,0.91,1685.6129010740801,,2160.47709892592,{gift_cards}
253,15.66,3330.557528862828,False,7176.647528862828,{food}
254,0.56,4668.616633066074,True,8514.706633066075,{food}
255,8.23,414.10447492704407,True,4260.194474927044,{electronics}
256,1.95,19.208752069954244,True,3865.2987520699544,{luxury_good}
257,3.52,3826.3130515257544,False,19.776948474245945,{other}
258,23.28,2063.5566341291933,True,5909.646634129193,{other}
259,8.37,1383.919522900062,True,2462.170477099938,{cash_advance}
260,7.65,2427.163898423449,True,1418.926101576551,{electronics}
261,0.01,2098.6348079659215,True,2097.635192034079,{gift_cards}
262,0.37,817.8466804912232,True,5014.116680491224,{luxury_good}
263,4.48,2544.19509623027,True,6740.46509623027,{gambling}
264,0.18,1742.3694512587367,True,2453.9005487412637,{cash_advance}
265,1.85,4920.531691182621,True,9116.801691182622,{electronics}
266,2.81,1636.110621406283,False,2560.1593785937175,{other}
267,1.55,3569.1951816951105,False,627.07481830489,{food}
268,11.93,2834.5345539418204,False,7030.804553941821,{food}
269,2.89,974.6768920413178,False,5170.946892041318,{other}
270,0.87,1359.5194999297028,False,5555.789499929703,{food}
271,0.36,2368.1042662377704,True,6564.374266237771,{gambling}
272,1.02,681.4331360592469,False,3514.8368639407536,{other}
273,3.15,2233.360666065615,True,1962.9093339343851,{other}
274,1.02,2276.881189178655,False,1919.3888108213455,{other}
275,0.21,1784.326603348542,False,2411.9433966514584,{electronics}
276,0.47,1968.6342863054215,True,6164.904286305422,{luxury_good}
277,0.18,0.0007939883689687122,False,4196.270793988369,{luxury_good}
278,1.75,3335.265321536071,True,861.0046784639293,{gambling}
279,4.54,1138.881711738471,False,3057.3882882615294,{food}
280,1.0,800.1747706528213,False,4996.444770652822,{gift_cards}
281,20.42,3301.4221048865334,False,894.8478951134672,{gift_cards}
282,0.47,1920.6073712704856,True,6116.877371270486,{dining}
283,6.83,4895.5105592890595,True,9091.78055928906,{food}
284,0.36,3712.226389457265,False,484.0436105427353,{other}
285,5.61,1964.4271171725377,False,6160.697117172538,{other}
286,1.49,548.0004019527905,False,4744.270401952791,{other}
287,0.64,6300.399170921626,False,10668.159170921626,{other}
288,0.0,768.7814189862711,True,5136.541418986271,{electronics}
289,0.0,2239.9486592064422,True,6607.7086592064425,{cash_advance}
290,0.31,3163.246095538344,True,1204.513904461656,{other}
291,1.04,4335.071301372402,True,32.688698627598136,{electronics}
292,0.62,2670.1783388552976,False,7037.938338855298,{gambling}
293,7.66,971.3505228758977,False,3396.4094771241025,{gambling}
294,0.54,4279.37252198313,True,8647.13252198313,{gambling}
295,3.12,1732.975668916948,False,2634.784331083052,{other}
296,2.66,3143.8682515884057,False,1223.8917484115946,{cash_advance}
297,0.15,349.62593795925113,True,4717.385937959251,{food}
298,0.4,0.001432962499166024,True,4367.761432962499,{dining}
299,1.07,587.6509732384957,True,3780.1090267615045,{luxury_good}
300,0.48,1919.3736984846078,False,2448.3863015153925,{other}
301,0.84,4205.809888927892,True,8573.569888927892,{electronics}
302,0.29,4792.980137508537,True,9160.740137508537,{dining}
303,7.31,4349.667094813263,True,18.092905186736928,{electronics}
304,2.08,3170.953395892333,True,1196.806604107667,{gambling}
305,1.75,4685.823587270339,True,9053.58358727034,{gift_cards}
306,4.37,3415.261757847493,False,952.4982421525071,{electronics}
307,0.62,3878.7666613004203,False,8246.52666130042,{gift_cards}
308,1.86,3493.1827539508195,False,874.5772460491808,{electronics}
309,7.89,562.534862708977,True,4930.294862708977,{electronics}
310,1.2,4092.6754263639586,True,275.0845736360417,{other}
311,0.0,689.3999668368174,True,3678.360033163183,{electronics}
312,2.88,3345.9748125345013,False,7713.7348125345015,{gambling}
313,0.61,156.10026073700647,False,4733.539739262993,{food}
314,0.01,2585.0906138803302,True,2304.549386119669,{gift_cards}
315,0.12,2230.68580191982,True,7120.325801919819,{other}
316,0.27,2491.50853717509,True,7381.14853717509,{gift_cards}
317,0.4,2235.6807644267865,True,7125.320764426786,{gift_cards}
318,0.35,11653.742710901315,,16543.382710901315,{other}
319,2.27,2902.39286714221,True,7792.032867142209,{other}
320,0.54,5829.8338502759925,False,10719.473850275992,{other}
321,1.98,3385.3300958520476,False,1504.3099041479518,{other}
322,13.15,3769.143265735269,True,8658.783265735268,{other}
323,1.45,3344.1988300139865,False,1545.4411699860127,{food}
324,0.0,2326.260805789896,True,2563.3791942101034,{electronics}
325,0.5,1186.7406721203552,True,6076.380672120355,{hostel}
326,1.23,1531.3735777310549,False,3358.2664222689446,{gift_cards}
327,6.85,4984.158134806918,False,9873.798134806917,{other}
328,3.21,4511.751915564094,True,377.8880844359059,{electronics}
329,0.42,4409.32704490313,True,9298.96704490313,{electronics}
330,0.04,1975.7411580910784,True,6865.381158091078,{luxury_good}
331,0.63,156.10125578762745,True,5045.741255787627,{gift_cards}
332,0.01,1870.021237511527,True,6759.661237511526,{other}
333,0.14,3393.6957912689695,True,1495.9442087310301,{luxury_good}
334,0.57,4376.629002488071,False,513.0109975119285,{other}
335,2.09,3304.5319069481206,False,1585.1080930518788,{other}
336,0.6,745.544189524463,True,5635.184189524462,{gift_cards}
337,0.24,964.7681060624141,True,3924.8718939375854,{food}
338,0.44,4063.7332204237737,True,825.9067795762259,{luxury_good}
339,0.87,837.4301144468332,False,2827.8998855531668,{other}
340,8.36,15816.81398727832,False,19482.14398727832,{electronics}
341,0.02,1726.278977171258,False,1939.051022828742,{food}
342,1.29,555.4254233969154,,3109.9045766030845,{food}
343,0.01,320.8021653746937,True,3344.5278346253062,{food}
344,0.25,2690.3697816400645,True,974.9602183599354,{cash_advance}
345,0.52,3369.1806583986117,False,296.1493416013882,{food}
346,4.21,2459.6078788204877,False,6124.937878820488,{other}
347,0.26,3095.533196183231,False,569.7968038167686,{other}
348,1.09,2244.4431437370476,True,5909.773143737048,{gift_cards}
349,5.85,3624.2700705796565,False,41.05992942034332,{food}
350,6.42,2724.0398346820775,True,6389.369834682077,{other}
351,1.46,2735.750609931517,False,929.5793900684829,{hostel}
352,0.88,1751.260845407197,True,5416.590845407197,{food}
353,1.06,1839.7148473563084,,5505.044847356308,{electronics}
354,0.25,9778.601371739407,False,13443.931371739407,{other}
355,2.48,3240.35899030697,True,424.97100969303,{luxury_good}
356,0.07,5580.097830197672,False,9245.427830197672,{other}
357,1.07,3146.669043896941,False,6811.999043896941,{other}
358,1.36,6732.021947334128,False,10397.351947334128,{other}
359,1.47,5135.134832860738,True,8800.464832860738,{gift_cards}
360,1.48,2637.1936966082353,False,1028.1363033917646,{food}
361,2.82,6359.412113035047,False,10024.742113035047,{gambling}
362,29.19,1197.6894445237867,True,2467.640555476213,{gambling}
363,0.79,0.004769251713241829,False,3665.3252307482867,{gift_cards}
364,0.48,3962.7845186940704,True,7628.11451869407,{cash_advance}
365,1.33,23.284264693538262,False,2975.5942646935387,{food}
366,0.18,76.40186915058393,True,2875.9081308494165,{gambling}
367,3.0,1914.3099548348362,False,1038.0000451651642,{other}
368,8.41,2286.755574744774,False,5239.0655747447745,{other}
369,2.06,23.27663798793219,True,2929.033362012068,{food}
370,0.79,2446.778858026945,False,505.53114197305547,{other}
371,0.56,13535.448656599478,,16487.75865659948,{electronics}
372,1.6,7046.050481743497,True,9998.360481743497,{food}
373,0.11,1974.4747527796353,False,4926.784752779636,{other}
374,4.75,1771.2490013112138,True,4723.559001311214,{food}
375,0.86,2441.6873985938673,False,510.6226014061331,{hostel}
376,0.0,2680.97805160684,True,271.33194839316053,{other}
377,0.61,1375.75346619021,True,4328.06346619021,{gift_cards}
378,0.32,28646.222017689073,False,31598.532017689075,{other}
379,1.65,360.3734927764922,False,3312.6834927764926,{other}
380,0.79,1597.0716554440514,False,4549.381655444052,{electronics}
381,12.71,4279.422631128468,True,7231.732631128469,{hostel}
382,2.2,2176.685404750311,True,775.6245952496894,{gift_cards}
383,12.4,2428.405488322827,False,523.9045116771737,{electronics}
384,0.99,1198.2333917903882,True,1754.0766082096122,{gambling}
385,0.59,10406.19530092509,False,13358.505300925091,{hostel}
386,0.24,6044.413934534633,True,8996.723934534633,{gift_cards}
387,27.21,2541.540767535626,False,410.76923246437457,{gambling}
388,1.16,6409.604260251527,True,9361.914260251528,{other}
389,0.76,1972.0768088896739,True,980.2331911103266,{gambling}
390,18.08,1996.602634217203,False,955.7073657827972,{electronics}
391,5.74,534.572213679458,False,4026.832213679458,{luxury_good}
392,6.8,1450.1230573947496,,4942.38305739475,{dining}
393,0.63,4354.211615022773,True,7846.471615022773,{luxury_good}
394,0.7,922.9950760588149,False,2569.2649239411853,{other}
395,0.69,2276.289302076125,False,1215.9706979238754,{electronics}
396,0.0,3743.8147479183963,True,7236.0747479183965,{gift_cards}
397,1.1,2609.188073896125,False,883.0719261038754,{other}
398,0.35,4651.559781461324,False,8143.819781461324,{food}
399,0.27,3142.111526484213,True,350.1484735157876,{luxury_good}
400,1.24,667.0024078203778,False,4159.262407820378,{food}
401,9.5,2929.7133158039424,True,6421.973315803943,{other}
402,2.47,1259.675206410555,False,2232.5847935894453,{gift_cards}
403,12.55,4847.353572999402,True,8339.613572999402,{gambling}
404,5.8,6160.736120157586,True,9652.996120157586,{hostel}
405,4.06,1129.4784653703382,False,2362.781534629662,{electronics}
406,0.53,2010.6642163856538,False,1481.5957836143464,{other}
407,0.54,544.956284939818,True,4037.2162849398183,{other}
408,0.46,2484.4177129211907,True,1007.8422870788094,{gift_cards}
409,0.36,7302.725234996309,False,10794.98523499631,{food}
410,0.04,1371.949483269625,False,2120.310516730375,{dining}
411,0.64,958.2135536284959,False,2534.0464463715043,{food}
412,0.33,0.0037672633993679483,True,3492.2637672633996,{luxury_good}
413,0.42,1809.0974106202166,True,1683.1625893797836,{other}
414,1.37,1560.8065028852823,False,1931.453497114718,{hostel}
415,0.66,4348.551919696494,False,7840.811919696494,{food}
416,0.88,3391.4374411087842,,100.8225588912158,{other}
417,0.46,3436.9859984025234,True,1529.2640015974769,{gift_cards}
418,5.33,1852.0407118193066,False,3114.2092881806934,{luxury_good}
419,0.43,4857.991573008465,False,108.2584269915354,{other}
420,4.66,426.2184885026054,True,5392.468488502605,{dining}
421,0.21,7731.1986504532215,False,12697.448650453221,{food}
422,7.64,0.0013492912075889762,True,4966.248650708792,{electronics}
423,5.5,4459.045179078364,True,507.2048209216365,{electronics}
424,1.02,2152.142401393599,False,2814.107598606401,{food}
425,47.41,2855.6070611435935,False,7821.8570611435935,{other}
426,0.6,468.7166446999472,True,5434.966644699947,{luxury_good}
427,0.41,3838.58641528712,False,8804.83641528712,{other}
428,2.19,3836.2203330981138,True,8802.470333098114,{other}
429,0.3,3063.5483280377575,True,1902.7016719622425,{luxury_good}
430,70.12,2197.738037040706,False,2768.511962959294,{cash_advance}
431,16.32,148.37583521439683,True,5114.625835214397,{cash_advance}
432,63.47,3635.251324276531,False,1330.9986757234694,{other}
433,2.24,2262.398728760474,True,7228.648728760474,{electronics}
434,11.24,5508.298080193867,False,10474.548080193867,{other}
435,0.03,2054.12863365502,True,2912.12136634498,{gift_cards}
436,0.75,3498.878507200574,True,8465.128507200574,{electronics}
437,0.27,3341.89202121135,True,8308.14202121135,{gift_cards}
438,1.47,1759.0063155169792,True,6725.256315516979,{gift_cards}
439,1.09,2832.266725402178,False,2133.983274597822,{food}
440,1.46,1640.5200485390287,False,3325.7299514609713,{other}
441,0.02,286.3044556630384,True,4679.945544336962,{cash_advance}
442,0.37,3819.9710415554237,False,8786.221041555424,{other}
443,2.64,3729.974027238537,False,8295.734027238537,{other}
444,4.46,10457.606445500263,False,15023.366445500264,{electronics}
445,0.0,1517.4748073446744,False,6083.234807344675,{food}
446,0.74,981.4023030476164,True,3584.357696952384,{electronics}
447,0.58,4663.476917515072,True,9229.236917515072,{gift_cards}
448,0.02,764.1367887514816,False,3801.6232112485186,{food}
449,2.03,2629.1099168193214,False,1936.6500831806788,{other}
450,4.67,1250.3241115059159,False,3315.4358884940843,{other}
451,5.53,136.99130265342228,True,4702.7513026534225,{cash_advance}
452,0.18,4023.2460102357663,False,542.5139897642341,{other}
453,0.64,1725.3407410436007,False,2840.4192589563995,{other}
454,0.69,3600.6005297708734,False,965.1594702291269,{other}
455,0.04,2757.2523082078815,,7323.012308207882,{other}
456,1.0,1652.309313167807,False,6218.069313167807,{other}
457,3.3,2239.4102004088745,False,6805.170200408875,{food}
458,0.11,2257.0593256723937,False,2308.7006743276065,{other}
459,0.42,1374.4356459013852,True,5940.195645901385,{gift_cards}
460,1.96,3653.521541374501,True,8219.281541374501,{gambling}
461,0.54,450.24120198810397,False,5016.001201988104,{food}
462,0.89,822.3363095126201,False,3743.42369048738,{food}
